id,source_url,source_trust,company_name,industry_sector,raw_text_snippet,location,extracted_keywords,recommended_product,secondary_product,urgency_score,confidence_score,status,created_at
d2babe12-a0ac-44fe-bc31-7d837a0d0da9,https://industry-news-wire.in/news/signal-10,70,Birla Infra,Manufacturing (Steel/Glass),"Notice: Birla Infra is initiating a heat treatment plant in Jamshedpur, JH. This development indicates immediate requirement for Furnace Oil (FO).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.76,New,2026-01-23T00:00:00
a73fa7b0-d84e-424a-97b0-90fcdd6f2747,https://industry-news-wire.in/news/signal-11,70,UltraTech Ltd,Chemical & Solvents,"Notice: UltraTech Ltd is initiating a industrial cleaning unit in Nagpur, MH. This development indicates immediate requirement for Hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,4,0.82,New,2026-01-24T00:00:00
174d8e4c-4657-44fc-aace-bcfe37c1b4df,https://dgft.gov.in/tenders/news/signal-12,98,Birla Infra,Power & Logistics,"Notice: Birla Infra is initiating a port bunkering service in Jamshedpur, JH. This development indicates immediate requirement for LDO.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.83,New,2026-01-06T00:00:00
5c3fa983-d30b-491b-876d-bede98d3b411,https://dgft.gov.in/tenders/news/signal-13,98,Jindal Infra,Power & Logistics,"Notice: Jindal Infra is initiating a DG set maintenance in Kolkata, WB. This development indicates immediate requirement for LDO.","Visakhapatnam, AP","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.89,New,2026-01-03T00:00:00
d937424a-9b48-4f82-8b85-b818d4eafabb,https://industry-news-wire.in/news/signal-14,70,Tata Industries,Manufacturing (Steel/Glass),"Notice: Tata Industries is initiating a boiler capacity expansion in Jamshedpur, JH. This development indicates immediate requirement for Furnace Oil (FO).","Ahmedabad, GJ","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),7,0.83,New,2026-01-02T00:00:00
d9772293-ee60-47b1-92ac-94830511ca14,https://industry-news-wire.in/news/signal-15,70,Adani Group,Textiles (Jute),"Notice: Adani Group is initiating a jute mill modernization in Nagpur, MH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.79,New,2026-01-06T00:00:00
31f585a6-eadd-4961-84d4-d51587238133,https://dgft.gov.in/tenders/news/signal-16,98,GMR Ltd,Road Construction,"Notice: GMR Ltd is initiating a NHAI highway project in Ahmedabad, GJ. This development indicates immediate requirement for Bitumen.","Chennai, TN","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.82,New,2026-01-22T00:00:00
1bb4b944-4ba6-45a1-a037-79033db414c8,https://dgft.gov.in/tenders/news/signal-17,98,Vedanta Infra,Textiles (Jute),"Notice: Vedanta Infra is initiating a fibre softening process in Nagpur, MH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.94,New,2026-01-20T00:00:00
5047de46-b97c-4ba4-9625-9e81384b5458,https://dgft.gov.in/tenders/news/signal-18,98,JSW Infra,Chemical & Solvents,"Notice: JSW Infra is initiating a industrial cleaning unit in Kolkata, WB. This development indicates immediate requirement for Hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,5,0.92,New,2026-01-01T00:00:00
e675d9a1-0fdc-4cf5-9418-af9cd61369af,https://industry-news-wire.in/news/signal-19,70,L&T Industries,Chemical & Solvents,"Notice: L&T Industries is initiating a solvent extraction unit in Jamshedpur, JH. This development indicates immediate requirement for Hexane.","Nagpur, MH","extraction, purification, solvent",Hexane,Solvent 1425,6,0.77,New,2026-01-22T00:00:00
105a7b49-01a4-4e2b-bc7a-33157378b48f,https://economictimes.indiatimes.com/news/signal-20,95,UltraTech Enterprises,Power & Logistics,"Notice: UltraTech Enterprises is initiating a port bunkering service in Chennai, TN. This development indicates immediate requirement for LDO.","Nagpur, MH","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.96,New,2026-02-04T00:00:00
181d3771-2b6b-4c72-a1a5-8d76722000d6,https://economictimes.indiatimes.com/news/signal-21,95,Vedanta Ltd,Textiles (Jute),"Notice: Vedanta Ltd is initiating a jute mill modernization in Kolkata, WB. This development indicates immediate requirement for JBO (Jute Batching Oil).","Chennai, TN","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.91,New,2026-01-02T00:00:00
851c38ce-c497-4e56-9769-89f9e2df42f7,https://economictimes.indiatimes.com/news/signal-22,95,Jindal Industries,Chemical & Solvents,"Notice: Jindal Industries is initiating a edible oil refinery setup in Kolkata, WB. This development indicates immediate requirement for Hexane.","Chennai, TN","extraction, purification, solvent",Hexane,Solvent 1425,7,0.86,New,2026-01-01T00:00:00
4300f41d-163f-4979-afc7-1626dd1dd298,https://dgft.gov.in/tenders/news/signal-23,98,Jindal Infra,Textiles (Jute),"Notice: Jindal Infra is initiating a batching oil procurement in Ahmedabad, GJ. This development indicates immediate requirement for JBO (Jute Batching Oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.79,New,2026-01-04T00:00:00
58e4f7f4-ec27-463c-909e-dfd5021cefcd,https://dgft.gov.in/tenders/news/signal-24,98,Adani Infra,Textiles (Jute),"Notice: Adani Infra is initiating a fibre softening process in Ahmedabad, GJ. This development indicates immediate requirement for JBO (Jute Batching Oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.8,New,2026-01-09T00:00:00
c64d9fd6-1292-4ed8-a98b-880764478e84,https://industry-news-wire.in/news/signal-25,70,Vedanta Industries,Road Construction,"Notice: Vedanta Industries is initiating a expressway construction in Nagpur, MH. This development indicates immediate requirement for Bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.96,New,2026-02-01T00:00:00
4dae1d8b-dc1e-4642-b20a-93857f88ec82,https://economictimes.indiatimes.com/news/signal-26,95,Tata Infra,Textiles (Jute),"Notice: Tata Infra is initiating a fibre softening process in Jamshedpur, JH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.87,New,2026-01-12T00:00:00
d2542880-c91b-4fb6-835f-57b64980d884,https://industry-news-wire.in/news/signal-27,70,L&T Ltd,Power & Logistics,"Notice: L&T Ltd is initiating a port bunkering service in Jamshedpur, JH. This development indicates immediate requirement for LDO.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.76,New,2026-01-16T00:00:00
2d1c68eb-b135-4d30-b8a8-a95f823ac07c,https://economictimes.indiatimes.com/news/signal-28,95,Birla Infra,Chemical & Solvents,"Notice: Birla Infra is initiating a edible oil refinery setup in Ahmedabad, GJ. This development indicates immediate requirement for Hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,7,0.89,New,2026-01-01T00:00:00
d4825102-8000-4aff-9ddb-97bf0422cd0a,https://dgft.gov.in/tenders/news/signal-29,98,UltraTech Industries,Road Construction,"Notice: UltraTech Industries is initiating a pavement resurfacing in Chennai, TN. This development indicates immediate requirement for Bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.84,New,2026-01-18T00:00:00
0bbc9154-4dfa-446f-9225-290020957f2f,https://economictimes.indiatimes.com/news/signal-30,95,JSW Industries,Power & Logistics,"Notice: JSW Industries is initiating a captive power plant backup in Jamshedpur, JH. This development indicates immediate requirement for LDO.","Kolkata, WB","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.91,New,2026-01-27T00:00:00
61544a44-6849-4ffb-8d5a-4ddd07541d8c,https://dgft.gov.in/tenders/news/signal-31,98,Birla Ltd,Chemical & Solvents,"Notice: Birla Ltd is initiating a industrial cleaning unit in Chennai, TN. This development indicates immediate requirement for Hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,4,0.84,New,2026-01-29T00:00:00
a055be86-ec8d-446f-bb21-c41ade2abc84,https://industry-news-wire.in/news/signal-32,70,GMR Group,Road Construction,"Notice: GMR Group is initiating a expressway construction in Kolkata, WB. This development indicates immediate requirement for Bitumen.","Visakhapatnam, AP","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.77,New,2026-01-16T00:00:00
1099bb90-9b38-47a9-9934-3af3ed51b37a,https://economictimes.indiatimes.com/news/signal-33,95,L&T Ltd,Road Construction,"Notice: L&T Ltd is initiating a pavement resurfacing in Ahmedabad, GJ. This development indicates immediate requirement for Bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),7,0.81,New,2026-01-22T00:00:00
a6d63fd1-f4c9-40ba-a893-7d838c1e81cf,https://economictimes.indiatimes.com/news/signal-34,95,Jindal Infra,Chemical & Solvents,"Notice: Jindal Infra is initiating a edible oil refinery setup in Nagpur, MH. This development indicates immediate requirement for Hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,5,0.76,New,2026-02-03T00:00:00
9c438895-28f9-434d-b11f-962132d8ff7c,https://industry-news-wire.in/news/signal-35,70,Vedanta Industries,Manufacturing (Steel/Glass),"Notice: Vedanta Industries is initiating a heat treatment plant in Ahmedabad, GJ. This development indicates immediate requirement for Furnace Oil (FO).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.95,New,2026-01-30T00:00:00
b6f24038-77bb-4db0-aa30-8f27b2e81d8d,https://industry-news-wire.in/news/signal-36,70,UltraTech Ltd,Chemical & Solvents,"Notice: UltraTech Ltd is initiating a solvent extraction unit in Visakhapatnam, AP. This development indicates immediate requirement for Hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,6,0.96,New,2026-01-02T00:00:00
e46c444c-725b-4501-bb34-9ddc38dbf336,https://industry-news-wire.in/news/signal-37,70,L&T Ltd,Chemical & Solvents,"Notice: L&T Ltd is initiating a industrial cleaning unit in Visakhapatnam, AP. This development indicates immediate requirement for Hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,6,0.82,New,2026-01-08T00:00:00
71d6217d-cb60-4797-868b-bbaa42b51c09,https://dgft.gov.in/tenders/news/signal-38,98,Adani Group,Manufacturing (Steel/Glass),"Notice: Adani Group is initiating a heat treatment plant in Jamshedpur, JH. This development indicates immediate requirement for Furnace Oil (FO).","Ahmedabad, GJ","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.9,New,2026-01-10T00:00:00
c7a5f9dd-5c2f-40c1-beea-089ff4bf8654,https://economictimes.indiatimes.com/news/signal-39,95,Jindal Group,Road Construction,"Notice: Jindal Group is initiating a pavement resurfacing in Jamshedpur, JH. This development indicates immediate requirement for Bitumen.","Ahmedabad, GJ","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.85,New,2026-01-29T00:00:00
8d81a19b-16f4-40c3-bdcd-eeecd8c35a72,https://industry-news-wire.in/news/signal-40,70,Jindal Infra,Manufacturing (Steel/Glass),"Notice: Jindal Infra is initiating a new blast furnace installation in Visakhapatnam, AP. This development indicates immediate requirement for Furnace Oil (FO).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.92,New,2026-01-01T00:00:00
458f1863-2162-47c0-a3ed-696fe17de707,https://dgft.gov.in/tenders/news/signal-41,98,Tata Enterprises,Chemical & Solvents,"Notice: Tata Enterprises is initiating a industrial cleaning unit in Visakhapatnam, AP. This development indicates immediate requirement for Hexane.","Jamshedpur, JH","extraction, purification, solvent",Hexane,Solvent 1425,5,0.83,New,2026-01-30T00:00:00
f3d8bf76-e4a1-47ff-a6d5-4ad6d623c7c1,https://dgft.gov.in/tenders/news/signal-42,98,JSW Group,Textiles (Jute),"Notice: JSW Group is initiating a batching oil procurement in Ahmedabad, GJ. This development indicates immediate requirement for JBO (Jute Batching Oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.92,New,2026-01-02T00:00:00
a00f2f30-34b0-4516-8447-a7b460954747,https://dgft.gov.in/tenders/news/signal-43,98,Reliance Group,Road Construction,"Notice: Reliance Group is initiating a bridge building in Jamshedpur, JH. This development indicates immediate requirement for Bitumen.","Ahmedabad, GJ","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.86,New,2026-01-03T00:00:00
77e27333-f896-48ce-b239-88c55e85a39d,https://economictimes.indiatimes.com/news/signal-44,95,Tata Group,Power & Logistics,"Notice: Tata Group is initiating a port bunkering service in Ahmedabad, GJ. This development indicates immediate requirement for LDO.","Visakhapatnam, AP","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.91,New,2026-01-24T00:00:00
20e818cf-c734-4de2-868c-523070b43956,https://industry-news-wire.in/news/signal-45,70,Adani Infra,Power & Logistics,"Notice: Adani Infra is initiating a port bunkering service in Ahmedabad, GJ. This development indicates immediate requirement for LDO.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.98,New,2026-01-27T00:00:00
bfd11b2a-19b6-489c-b135-69df56a71201,https://industry-news-wire.in/news/signal-46,70,Adani Enterprises,Manufacturing (Steel/Glass),"Notice: Adani Enterprises is initiating a heat treatment plant in Kolkata, WB. This development indicates immediate requirement for Furnace Oil (FO).","Visakhapatnam, AP","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.75,New,2026-01-01T00:00:00
e97c904e-269b-4bb5-b553-61e99297b546,https://dgft.gov.in/tenders/news/signal-47,98,Adani Group,Power & Logistics,"Notice: Adani Group is initiating a captive power plant backup in Visakhapatnam, AP. This development indicates immediate requirement for LDO.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.85,New,2026-02-05T00:00:00
93665ffc-4e85-4145-8abc-da0c46ca5de5,https://industry-news-wire.in/news/signal-48,70,Jindal Group,Chemical & Solvents,"Notice: Jindal Group is initiating a industrial cleaning unit in Ahmedabad, GJ. This development indicates immediate requirement for Hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,4,0.85,New,2026-01-30T00:00:00
18cacba5-98a4-43d1-9e6d-39a0a95f6aae,https://dgft.gov.in/tenders/news/signal-49,98,L&T Ltd,Manufacturing (Steel/Glass),"Notice: L&T Ltd is initiating a heat treatment plant in Ahmedabad, GJ. This development indicates immediate requirement for Furnace Oil (FO).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.95,New,2026-01-11T00:00:00
d2ca72c9-1944-4810-912b-2f05f1099be4,https://economictimes.indiatimes.com/news/signal-50,95,GMR Enterprises,Textiles (Jute),"Notice: GMR Enterprises is initiating a fibre softening process in Nagpur, MH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.97,New,2026-01-26T00:00:00
b7816544-d68e-43e8-944d-ed68b4d91b5c,https://economictimes.indiatimes.com/news/signal-51,95,UltraTech Enterprises,Manufacturing (Steel/Glass),"Notice: UltraTech Enterprises is initiating a heat treatment plant in Nagpur, MH. This development indicates immediate requirement for Furnace Oil (FO).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.91,New,2026-01-18T00:00:00
3b1409ea-fdf8-4467-b336-9c1487bbc18f,https://dgft.gov.in/tenders/news/signal-52,98,Jindal Group,Road Construction,"Notice: Jindal Group is initiating a pavement resurfacing in Chennai, TN. This development indicates immediate requirement for Bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.98,New,2026-02-02T00:00:00
b13192d0-7db0-4c6a-8ec1-47a8e5b9c012,https://economictimes.indiatimes.com/news/signal-53,95,GMR Group,Textiles (Jute),"Notice: GMR Group is initiating a jute mill modernization in Kolkata, WB. This development indicates immediate requirement for JBO (Jute Batching Oil).","Visakhapatnam, AP","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.85,New,2026-01-05T00:00:00
1eda69d4-b175-4840-ad47-a57241aed5e2,https://dgft.gov.in/tenders/news/signal-54,98,Reliance Group,Chemical & Solvents,"Notice: Reliance Group is initiating a industrial cleaning unit in Kolkata, WB. This development indicates immediate requirement for Hexane.","Kolkata, WB","extraction, purification, solvent",Hexane,Solvent 1425,5,0.83,New,2026-01-13T00:00:00
701f9f46-799a-4366-99c6-73baf35a1a74,https://industry-news-wire.in/news/signal-55,70,Birla Group,Textiles (Jute),"Notice: Birla Group is initiating a jute mill modernization in Jamshedpur, JH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.85,New,2026-01-24T00:00:00
f5046c81-0804-4803-aff1-7069a7eff97a,https://economictimes.indiatimes.com/news/signal-56,95,JSW Enterprises,Chemical & Solvents,"Notice: JSW Enterprises is initiating a edible oil refinery setup in Nagpur, MH. This development indicates immediate requirement for Hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,5,0.77,New,2026-02-03T00:00:00
3dad6268-6849-424b-94c7-ba01cfc5349c,https://dgft.gov.in/tenders/news/signal-57,98,Adani Enterprises,Textiles (Jute),"Notice: Adani Enterprises is initiating a fibre softening process in Ahmedabad, GJ. This development indicates immediate requirement for JBO (Jute Batching Oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.89,New,2026-01-02T00:00:00
8cc6b890-b3d8-44e1-9490-c11fb20ca566,https://industry-news-wire.in/news/signal-58,70,JSW Enterprises,Power & Logistics,"Notice: JSW Enterprises is initiating a DG set maintenance in Chennai, TN. This development indicates immediate requirement for LDO.","Visakhapatnam, AP","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.79,New,2026-01-11T00:00:00
bebeffc7-5803-4f40-a2b6-ecfc89ceba99,https://dgft.gov.in/tenders/news/signal-59,98,Jindal Industries,Chemical & Solvents,"Notice: Jindal Industries is initiating a solvent extraction unit in Visakhapatnam, AP. This development indicates immediate requirement for Hexane.","Chennai, TN","extraction, purification, solvent",Hexane,Solvent 1425,6,0.8,New,2026-02-02T00:00:00
d46d499e-a947-41f7-8834-6ce8c5d302a8,https://dgft.gov.in/tenders/news/signal-60,98,UltraTech Ltd,Textiles (Jute),"Notice: UltraTech Ltd is initiating a batching oil procurement in Jamshedpur, JH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.89,New,2026-01-06T00:00:00
5889130e-40ba-4e23-8030-3996fba12530,https://dgft.gov.in/tenders/news/signal-61,98,L&T Industries,Chemical & Solvents,"Notice: L&T Industries is initiating a solvent extraction unit in Chennai, TN. This development indicates immediate requirement for Hexane.","Jamshedpur, JH","extraction, purification, solvent",Hexane,Solvent 1425,7,0.85,New,2026-02-04T00:00:00
2c369088-f1b6-4ec3-8cd7-106b3548be2e,https://industry-news-wire.in/news/signal-62,70,UltraTech Ltd,Manufacturing (Steel/Glass),"Notice: UltraTech Ltd is initiating a new blast furnace installation in Nagpur, MH. This development indicates immediate requirement for Furnace Oil (FO).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.8,New,2026-01-28T00:00:00
ddd67151-2d6e-4b6a-9d3d-87a9e1938381,https://industry-news-wire.in/news/signal-63,70,UltraTech Enterprises,Road Construction,"Notice: UltraTech Enterprises is initiating a pavement resurfacing in Chennai, TN. This development indicates immediate requirement for Bitumen.","Nagpur, MH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.96,New,2026-01-05T00:00:00
1cb907b0-0a21-4428-977a-8ad3242d2508,https://economictimes.indiatimes.com/news/signal-64,95,Vedanta Enterprises,Textiles (Jute),"Notice: Vedanta Enterprises is initiating a fibre softening process in Jamshedpur, JH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Visakhapatnam, AP","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.87,New,2026-01-24T00:00:00
c2992983-adb7-4e02-8449-9c051a19c646,https://industry-news-wire.in/news/signal-65,70,Birla Industries,Manufacturing (Steel/Glass),"Notice: Birla Industries is initiating a boiler capacity expansion in Jamshedpur, JH. This development indicates immediate requirement for Furnace Oil (FO).","Kolkata, WB","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.97,New,2026-01-22T00:00:00
e4c52f3b-c751-4a1c-afb0-43898131f3d1,https://industry-news-wire.in/news/signal-66,70,Adani Infra,Textiles (Jute),"Notice: Adani Infra is initiating a batching oil procurement in Nagpur, MH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Visakhapatnam, AP","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.89,New,2026-01-12T00:00:00
a6b29d41-5332-415c-a471-5b66ac4608b9,https://industry-news-wire.in/news/signal-67,70,UltraTech Infra,Power & Logistics,"Notice: UltraTech Infra is initiating a captive power plant backup in Kolkata, WB. This development indicates immediate requirement for LDO.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.86,New,2026-01-30T00:00:00
f5a082c1-ae96-4ab4-8f01-96aa6593a64a,https://dgft.gov.in/tenders/news/signal-68,98,Birla Group,Power & Logistics,"Notice: Birla Group is initiating a port bunkering service in Jamshedpur, JH. This development indicates immediate requirement for LDO.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.78,New,2026-01-08T00:00:00
1c3f2ee2-00d4-4386-9d2d-9f007fc6d241,https://industry-news-wire.in/news/signal-69,70,UltraTech Infra,Manufacturing (Steel/Glass),"Notice: UltraTech Infra is initiating a new blast furnace installation in Kolkata, WB. This development indicates immediate requirement for Furnace Oil (FO).","Nagpur, MH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.77,New,2026-01-11T00:00:00
ade5d588-aa5a-4db2-ac3b-618b2358f69f,https://dgft.gov.in/tenders/news/signal-70,98,UltraTech Infra,Road Construction,"Notice: UltraTech Infra is initiating a expressway construction in Visakhapatnam, AP. This development indicates immediate requirement for Bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.96,New,2026-01-05T00:00:00
ba84ab85-a99c-4227-9383-f0ec2d54cad1,https://industry-news-wire.in/news/signal-71,70,Birla Group,Power & Logistics,"Notice: Birla Group is initiating a DG set maintenance in Nagpur, MH. This development indicates immediate requirement for LDO.","Nagpur, MH","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.86,New,2026-01-29T00:00:00
2a18fe7e-e87e-4b41-b9ae-84892e1a761b,https://industry-news-wire.in/news/signal-72,70,Vedanta Group,Road Construction,"Notice: Vedanta Group is initiating a NHAI highway project in Nagpur, MH. This development indicates immediate requirement for Bitumen.","Nagpur, MH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.88,New,2026-01-24T00:00:00
c407641b-84d7-4088-84f7-909cff415d54,https://industry-news-wire.in/news/signal-73,70,Tata Ltd,Textiles (Jute),"Notice: Tata Ltd is initiating a jute mill modernization in Nagpur, MH. This development indicates immediate requirement for JBO (Jute Batching Oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.77,New,2026-01-24T00:00:00
