id,source_url,source_trust,company_name,industry_sector,raw_text_snippet,location,extracted_keywords,recommended_product,secondary_product,urgency_score,confidence_score,status,created_at,normalized_company,is_verified,priority_score
9c438895-28f9-434d-b11f-962132d8ff7c,https://industry-news-wire.in/news/signal-35,70,Vedanta Industries,Manufacturing (Steel/Glass),"notice: vedanta industries is initiating a heat treatment plant in ahmedabad, gj. this development indicates immediate requirement for furnace oil (fo).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.95,New,2026-01-30,Vedanta,False,7.3999999999999995
b6f24038-77bb-4db0-aa30-8f27b2e81d8d,https://industry-news-wire.in/news/signal-36,70,UltraTech Ltd,Chemical & Solvents,"notice: ultratech ltd is initiating a solvent extraction unit in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,6,0.96,New,2026-01-02,Ultratech,False,7.4399999999999995
e46c444c-725b-4501-bb34-9ddc38dbf336,https://industry-news-wire.in/news/signal-37,70,L&T Ltd,Chemical & Solvents,"notice: l&t ltd is initiating a industrial cleaning unit in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,6,0.82,New,2026-01-08,L&T,False,6.879999999999999
71d6217d-cb60-4797-868b-bbaa42b51c09,https://dgft.gov.in/tenders/news/signal-38,98,Adani Group,Manufacturing (Steel/Glass),"notice: adani group is initiating a heat treatment plant in jamshedpur, jh. this development indicates immediate requirement for furnace oil (fo).","Ahmedabad, GJ","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.9,New,2026-01-10,Adani,True,6.6
c7a5f9dd-5c2f-40c1-beea-089ff4bf8654,https://economictimes.indiatimes.com/news/signal-39,95,Jindal Group,Road Construction,"notice: jindal group is initiating a pavement resurfacing in jamshedpur, jh. this development indicates immediate requirement for bitumen.","Ahmedabad, GJ","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.85,New,2026-01-29,Jindal,True,5.8
8d81a19b-16f4-40c3-bdcd-eeecd8c35a72,https://industry-news-wire.in/news/signal-40,70,Jindal Infra,Manufacturing (Steel/Glass),"notice: jindal infra is initiating a new blast furnace installation in visakhapatnam, ap. this development indicates immediate requirement for furnace oil (fo).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.92,New,2026-01-01,Jindal,False,6.08
458f1863-2162-47c0-a3ed-696fe17de707,https://dgft.gov.in/tenders/news/signal-41,98,Tata Enterprises,Chemical & Solvents,"notice: tata enterprises is initiating a industrial cleaning unit in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Jamshedpur, JH","extraction, purification, solvent",Hexane,Solvent 1425,5,0.83,New,2026-01-30,Tata,True,6.32
f3d8bf76-e4a1-47ff-a6d5-4ad6d623c7c1,https://dgft.gov.in/tenders/news/signal-42,98,JSW Group,Textiles (Jute),"notice: jsw group is initiating a batching oil procurement in ahmedabad, gj. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.92,New,2026-01-02,Jsw,True,7.279999999999999
a00f2f30-34b0-4516-8447-a7b460954747,https://dgft.gov.in/tenders/news/signal-43,98,Reliance Group,Road Construction,"notice: reliance group is initiating a bridge building in jamshedpur, jh. this development indicates immediate requirement for bitumen.","Ahmedabad, GJ","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.86,New,2026-01-03,Reliance,True,7.039999999999999
77e27333-f896-48ce-b239-88c55e85a39d,https://economictimes.indiatimes.com/news/signal-44,95,Tata Group,Power & Logistics,"notice: tata group is initiating a port bunkering service in ahmedabad, gj. this development indicates immediate requirement for ldo.","Visakhapatnam, AP","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.91,New,2026-01-24,Tata,True,6.04
20e818cf-c734-4de2-868c-523070b43956,https://industry-news-wire.in/news/signal-45,70,Adani Infra,Power & Logistics,"notice: adani infra is initiating a port bunkering service in ahmedabad, gj. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.98,New,2026-01-27,Adani,False,8.120000000000001
bfd11b2a-19b6-489c-b135-69df56a71201,https://industry-news-wire.in/news/signal-46,70,Adani Enterprises,Manufacturing (Steel/Glass),"notice: adani enterprises is initiating a heat treatment plant in kolkata, wb. this development indicates immediate requirement for furnace oil (fo).","Visakhapatnam, AP","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.75,New,2026-01-01,Adani,False,6.0
e97c904e-269b-4bb5-b553-61e99297b546,https://dgft.gov.in/tenders/news/signal-47,98,Adani Group,Power & Logistics,"notice: adani group is initiating a captive power plant backup in visakhapatnam, ap. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.85,New,2026-02-05,Adani,True,7.6
93665ffc-4e85-4145-8abc-da0c46ca5de5,https://industry-news-wire.in/news/signal-48,70,Jindal Group,Chemical & Solvents,"notice: jindal group is initiating a industrial cleaning unit in ahmedabad, gj. this development indicates immediate requirement for hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,4,0.85,New,2026-01-30,Jindal,False,5.8
18cacba5-98a4-43d1-9e6d-39a0a95f6aae,https://dgft.gov.in/tenders/news/signal-49,98,L&T Ltd,Manufacturing (Steel/Glass),"notice: l&t ltd is initiating a heat treatment plant in ahmedabad, gj. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.95,New,2026-01-11,L&T,True,6.199999999999999
d2ca72c9-1944-4810-912b-2f05f1099be4,https://economictimes.indiatimes.com/news/signal-50,95,GMR Enterprises,Textiles (Jute),"notice: gmr enterprises is initiating a fibre softening process in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.97,New,2026-01-26,Gmr,True,6.279999999999999
b7816544-d68e-43e8-944d-ed68b4d91b5c,https://economictimes.indiatimes.com/news/signal-51,95,UltraTech Enterprises,Manufacturing (Steel/Glass),"notice: ultratech enterprises is initiating a heat treatment plant in nagpur, mh. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.91,New,2026-01-18,Ultratech,True,7.24
3b1409ea-fdf8-4467-b336-9c1487bbc18f,https://dgft.gov.in/tenders/news/signal-52,98,Jindal Group,Road Construction,"notice: jindal group is initiating a pavement resurfacing in chennai, tn. this development indicates immediate requirement for bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.98,New,2026-02-02,Jindal,True,7.52
b13192d0-7db0-4c6a-8ec1-47a8e5b9c012,https://economictimes.indiatimes.com/news/signal-53,95,GMR Group,Textiles (Jute),"notice: gmr group is initiating a jute mill modernization in kolkata, wb. this development indicates immediate requirement for jbo (jute batching oil).","Visakhapatnam, AP","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.85,New,2026-01-05,Gmr,True,5.8
1eda69d4-b175-4840-ad47-a57241aed5e2,https://dgft.gov.in/tenders/news/signal-54,98,Reliance Group,Chemical & Solvents,"notice: reliance group is initiating a industrial cleaning unit in kolkata, wb. this development indicates immediate requirement for hexane.","Kolkata, WB","extraction, purification, solvent",Hexane,Solvent 1425,5,0.83,New,2026-01-13,Reliance,True,6.32
701f9f46-799a-4366-99c6-73baf35a1a74,https://industry-news-wire.in/news/signal-55,70,Birla Group,Textiles (Jute),"notice: birla group is initiating a jute mill modernization in jamshedpur, jh. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.85,New,2026-01-24,Birla,False,6.4
f5046c81-0804-4803-aff1-7069a7eff97a,https://economictimes.indiatimes.com/news/signal-56,95,JSW Enterprises,Chemical & Solvents,"notice: jsw enterprises is initiating a edible oil refinery setup in nagpur, mh. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,5,0.77,New,2026-02-03,Jsw,True,6.08
3dad6268-6849-424b-94c7-ba01cfc5349c,https://dgft.gov.in/tenders/news/signal-57,98,Adani Enterprises,Textiles (Jute),"notice: adani enterprises is initiating a fibre softening process in ahmedabad, gj. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.89,New,2026-01-02,Adani,True,6.5600000000000005
8cc6b890-b3d8-44e1-9490-c11fb20ca566,https://industry-news-wire.in/news/signal-58,70,JSW Enterprises,Power & Logistics,"notice: jsw enterprises is initiating a dg set maintenance in chennai, tn. this development indicates immediate requirement for ldo.","Visakhapatnam, AP","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.79,New,2026-01-11,Jsw,False,7.36
bebeffc7-5803-4f40-a2b6-ecfc89ceba99,https://dgft.gov.in/tenders/news/signal-59,98,Jindal Industries,Chemical & Solvents,"notice: jindal industries is initiating a solvent extraction unit in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Chennai, TN","extraction, purification, solvent",Hexane,Solvent 1425,6,0.8,New,2026-02-02,Jindal,True,6.8
d46d499e-a947-41f7-8834-6ce8c5d302a8,https://dgft.gov.in/tenders/news/signal-60,98,UltraTech Ltd,Textiles (Jute),"notice: ultratech ltd is initiating a batching oil procurement in jamshedpur, jh. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.89,New,2026-01-06,Ultratech,True,7.16
5889130e-40ba-4e23-8030-3996fba12530,https://dgft.gov.in/tenders/news/signal-61,98,L&T Industries,Chemical & Solvents,"notice: l&t industries is initiating a solvent extraction unit in chennai, tn. this development indicates immediate requirement for hexane.","Jamshedpur, JH","extraction, purification, solvent",Hexane,Solvent 1425,7,0.85,New,2026-02-04,L&T,True,7.6
2c369088-f1b6-4ec3-8cd7-106b3548be2e,https://industry-news-wire.in/news/signal-62,70,UltraTech Ltd,Manufacturing (Steel/Glass),"notice: ultratech ltd is initiating a new blast furnace installation in nagpur, mh. this development indicates immediate requirement for furnace oil (fo).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.8,New,2026-01-28,Ultratech,False,6.8
ddd67151-2d6e-4b6a-9d3d-87a9e1938381,https://industry-news-wire.in/news/signal-63,70,UltraTech Enterprises,Road Construction,"notice: ultratech enterprises is initiating a pavement resurfacing in chennai, tn. this development indicates immediate requirement for bitumen.","Nagpur, MH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.96,New,2026-01-05,Ultratech,False,6.84
1cb907b0-0a21-4428-977a-8ad3242d2508,https://economictimes.indiatimes.com/news/signal-64,95,Vedanta Enterprises,Textiles (Jute),"notice: vedanta enterprises is initiating a fibre softening process in jamshedpur, jh. this development indicates immediate requirement for jbo (jute batching oil).","Visakhapatnam, AP","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.87,New,2026-01-24,Vedanta,True,5.88
c2992983-adb7-4e02-8449-9c051a19c646,https://industry-news-wire.in/news/signal-65,70,Birla Industries,Manufacturing (Steel/Glass),"notice: birla industries is initiating a boiler capacity expansion in jamshedpur, jh. this development indicates immediate requirement for furnace oil (fo).","Kolkata, WB","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.97,New,2026-01-22,Birla,False,7.4799999999999995
e4c52f3b-c751-4a1c-afb0-43898131f3d1,https://industry-news-wire.in/news/signal-66,70,Adani Infra,Textiles (Jute),"notice: adani infra is initiating a batching oil procurement in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Visakhapatnam, AP","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.89,New,2026-01-12,Adani,False,5.96
a6b29d41-5332-415c-a471-5b66ac4608b9,https://industry-news-wire.in/news/signal-67,70,UltraTech Infra,Power & Logistics,"notice: ultratech infra is initiating a captive power plant backup in kolkata, wb. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.86,New,2026-01-30,Ultratech,False,5.84
f5a082c1-ae96-4ab4-8f01-96aa6593a64a,https://dgft.gov.in/tenders/news/signal-68,98,Birla Group,Power & Logistics,"notice: birla group is initiating a port bunkering service in jamshedpur, jh. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.78,New,2026-01-08,Birla,True,5.52
1c3f2ee2-00d4-4386-9d2d-9f007fc6d241,https://industry-news-wire.in/news/signal-69,70,UltraTech Infra,Manufacturing (Steel/Glass),"notice: ultratech infra is initiating a new blast furnace installation in kolkata, wb. this development indicates immediate requirement for furnace oil (fo).","Nagpur, MH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.77,New,2026-01-11,Ultratech,False,6.68
ade5d588-aa5a-4db2-ac3b-618b2358f69f,https://dgft.gov.in/tenders/news/signal-70,98,UltraTech Infra,Road Construction,"notice: ultratech infra is initiating a expressway construction in visakhapatnam, ap. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.96,New,2026-01-05,Ultratech,True,6.84
ba84ab85-a99c-4227-9383-f0ec2d54cad1,https://industry-news-wire.in/news/signal-71,70,Birla Group,Power & Logistics,"notice: birla group is initiating a dg set maintenance in nagpur, mh. this development indicates immediate requirement for ldo.","Nagpur, MH","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.86,New,2026-01-29,Birla,False,7.640000000000001
2a18fe7e-e87e-4b41-b9ae-84892e1a761b,https://industry-news-wire.in/news/signal-72,70,Vedanta Group,Road Construction,"notice: vedanta group is initiating a nhai highway project in nagpur, mh. this development indicates immediate requirement for bitumen.","Nagpur, MH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.88,New,2026-01-24,Vedanta,False,5.92
c407641b-84d7-4088-84f7-909cff415d54,https://industry-news-wire.in/news/signal-73,70,Tata Ltd,Textiles (Jute),"notice: tata ltd is initiating a jute mill modernization in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.77,New,2026-01-24,Tata,False,6.68
